Reference_Number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,Case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,Case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
5385-STC-00659,https://www.raymond-weil.com/en/product/toccata-5385-stc-00659/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Black Leather Quartz Watch, 34 mm","Toccata Ladies Black Leather Quartz Watch, 34 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/01/RW_toccata_5385-stc-00659_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel,,Snapped,34 mm, , ,7 mm,,,sapphire,"50 m, 165 ft, 5 atm",,"Silver, with applied Roman numerals","Silver, with applied Roman numerals",Genuine calf leather with alligator motif,Genuine calf leather with alligator motif,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a sleek stainless steel 34 mm case with a date window at 3 o’clock. The silver lacquered and sunray satin-finished dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, alligator motifs have been added on the strap.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata timepieces promote the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.",
5985-PC5-00859,https://www.raymond-weil.com/en/product/toccata-5985-pc5-00859/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Brown Leather Quartz Watch, 29 mm","Toccata Ladies Brown Leather Quartz Watch, 29 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/02/RW_toccata_5985-pc5-00859_rvb_700x860px_72dpi-4.png,Switzerland,Round,Stainless steel with rose gold PVD plating,,Snapped,29 mm, , ,6 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Rosé, with applied Roman numerals","Rosé, with applied Roman numerals",Genuine calf leather with alligator motif,Genuine calf leather with alligator motif,Stainless steel traditional buckle with rose gold PVD plating,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a stainless steel 29 mm case with rosé gold PVD plating and a date window at 3 o’clock. The rosé colour dial lacquered set with applied Roman numeral indexes, with sunray satin-finished, has a railway-track chapter ring that aids readability. To complement this modern classic, alligator motifs have been added on the strap.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Brown Leather Strap, Stainless Steel With Rose Gold PVD Plated Case, Rosé Colour Dial, Applied Roman Numeral Indexes, Railway-Track Chapter Ring"
5985-P5-00859,https://www.raymond-weil.com/en/product/toccata-5985-p5-00859/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Rose Gold PVD Quartz Watch, 29 mm","Toccata Ladies Rose Gold PVD Quartz Watch, 29 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/02/RW_toccata_5985-p5-00859_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel with rose gold PVD plating,,Snapped,29 mm, , ,6 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Rosé, with applied Roman numerals","Rosé, with applied Roman numerals",Stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Stainless steel folding clasp with rose gold PVD plating and double push-security system,Quartz,Quartz,,,,,"Equipped with a quartz movement and made entirely of stainless steel, this toccata ladies’ watch features a 29 mm stainless steel case with rose gold PVD plating and a date window at 3 o’clock. The rosé colour lacquered and sunray satin-finished dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, a pair of blue hands has been added.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata timepieces promote the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Stainless Steel With Rose Gold PVD Plated Case, Rosé Colour Dial, Applied Roman Numeral Indexes, Railway-Track Chapter Ring"
5985-PC-00359,https://www.raymond-weil.com/en/product/toccata-5985-pc-00359/,ladies,Raymond Weil,,Toccata,"Toccata Ladies Gold PVD Leather Quartz Watch, 29 mm","Toccata Ladies Gold PVD Leather Quartz Watch, 29 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/01/RW_toccata_5985-pc-00359_rvb_700x860px_72dpi.png,Switzerland,round,Stainless steel with yellow gold PVD plating,,snapped,29 mm, , ,6 mm,,,sapphire,"50 m, 165 ft, 5 atm",,"White, with Roman numerals","White, with Roman numerals",Genuine calf leather with alligator motif,Genuine calf leather with alligator motif,Stainless steel traditional buckle with yellow gold PVD plating,quartz,quartz,,,,,"Equipped with a quartz movement, this toccata ladies’s watch features a stainless steel 29 mm case with yellow gold PVD plating and a date window at 3 o’clock. The white lacquered dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, alligator motifs have been added on the strap.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata timepieces promote the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Black Leather Strap, Stainless Steel With Yellow Gold PVD Plated Case, White Dial, Roman Numeral Indexes, Railway-Track Chapter Ring"
5385-PC-00208,https://www.raymond-weil.com/en/product/toccata-5385-pc-00208/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Gold PVD Leather Quartz Watch, 34 mm","Toccata Ladies Gold PVD Leather Quartz Watch, 34 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/03/RW_toccata_5385-pc-00208_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel with yellow gold PVD plating,,Snapped,34 mm, , ,7 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Black, with applied Roman numerals","Black, with applied Roman numerals",Genuine calf leather with alligator motif,Genuine calf leather with alligator motif,Stainless steel traditional buckle with yellow gold PVD plating,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’s watch features a stainless steel 34 mm case with yellow gold PVD plating and a date window at 3 o’clock. The black lacquered and sunray satin-finished dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, alligator motifs have been added on the strap.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata timepieces promote the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.",
5985-STC-00659,https://www.raymond-weil.com/en/product/toccata-5985-stc-00659/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Black Leather Quartz Watch, 29 mm","Toccata Ladies Black Leather Quartz Watch, 29 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/01/toccata_5985-stc-00659_rvb_700x860px_72dpi-1.png,Switzerland,Round,Stainless steel,,Snapped,29 mm, , ,6 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Silver, with applied Roman numerals","Silver, with applied Roman numerals",Genuine calf leather with alligator motif,Genuine calf leather with alligator motif,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a stainless steel 29 mm case and a date window at 3 o’clock. The silver lacquered and sunray satin-finished dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, alligator motifs have been added on the strap.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.",
5985-P-00359,https://www.raymond-weil.com/en/product/toccata-5985-p-00359/,ladies,Raymond Weil,,Toccata,"Toccata Ladies Gold PVD White Dial Quartz Watch, 29 mm","Toccata Ladies Gold PVD White Dial Quartz Watch, 29 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/01/RW_toccata_5985-p-00359_rvb_700x860px_72dpi.png,Switzerland,round,Stainless steel with yellow gold PVD plating,,snapped,29 mm, , ,6 mm,,,sapphire,"50 m, 165 ft, 5 atm",,"White, with applied Roman numerals","White, with applied Roman numerals",Stainless steel with yellow gold PVD plating,Stainless steel with yellow gold PVD plating,Stainless steel folding clasp with yellow gold PVD plating and double push-security system,quartz,quartz,,,,,"Equipped with a quartz movement and made entirely of stainless steel, this toccata ladies’ watch features a 29 mm stainless steel case with yellow gold PVD plating and a date window at 3 o’clock. The white lacquered dial is set with applied Roman numeral indexes and has a railway-track chapter ring that aids readability. To complement this modern classic, a pair of blue hands has been added.
Refined design and timeless materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata timepieces promote the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Stainless Steel With Yellow Gold PVD Plated Case, White Dial, Applied Roman Numeral Indexes, Railway-Track Chapter Ring"
5925-SP5-00995,https://www.raymond-weil.com/en/product/toccata-5925-sp5-00995/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Two-tone Rose Gold Quartz Watch, 22.6 x 28.1mm","Toccata Ladies Two-tone Rose Gold Quartz Watch, 22.6 x 28.1mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/02/RW_toccata_5925-sp5-00995_rvb_700x860px_72dpi-1.png,Switzerland,Rectangular,Stainless steel with rose gold PVD plating,,Snapped,22.6 mm x 28.1 mm, , ,6.25 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"White mother-of-pearl, with Roman numerals and set with 8 diamonds","White mother-of-pearl, with Roman numerals and set with 8 diamonds",Stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a sleek rectangular stainless steel case and bracelet with rose gold PVD accents. The white mother-of-pearl dial is set with applied Roman numeral indexes and 8 sparkling diamonds. To complement this modern classic, a pair of blue hands has been added.
First popular in the Art-Deco era of the 1920s, square-faced watches have become an iconic and timeless design in watchmaking. RAYMOND WEIL reintroduces this case shape under our ever-classic and popular ladies’ toccata collection. Refined design and luxurious materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-SC5-00995,https://www.raymond-weil.com/en/product/toccata-5925-sc5-00995/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Mother-Of-Pearl Dial Diamond Quartz Watch, 22.6 x 28.1mm","Toccata Ladies Mother-Of-Pearl Dial Diamond Quartz Watch, 22.6 x 28.1mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2023/01/RW_toccata_5925-sc5-00995_rvb_700x860px_72dpi.png,Switzerland,Rectangular,Stainless steel with rose gold PVD plating,,Snapped,22.6 mm x 28.1 mm, , ,6.4 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"White mother-of-pearl, with applied Roman numerals and set with 8 diamonds","White mother-of-pearl, with applied Roman numerals and set with 8 diamonds",Satin,Satin,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a sleek rectangular stainless steel case with rose gold PVD accents and a satin strap. The white mother-of-pearl dial is set with applied Roman numeral indexes and 8 sparkling diamonds. To complement this modern classic, a pair of blue hands has been added.
First popular in the Art-Deco era of the 1920s, square-faced watches have become an iconic and timeless design in watchmaking. RAYMOND WEIL reintroduces this case shape under our ever-classic and popular ladies’ toccata collection. Refined design and luxurious materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-STC-00550,https://www.raymond-weil.com/en/product/toccata-5925-stc-00550/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Blue Dial Leather Quartz Watch, 22.6 x 28.1 mm","Toccata Ladies Blue Dial Leather Quartz Watch, 22.6 x 28.1 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2022/03/RW_toccata_5925-stc-00550_packshot.png,Switzerland,Rectangular,Stainless steel,,Snapped,22.6 mm x 28.1 mm, , ,6.4 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Blue, with Roman numerals","Blue, with Roman numerals",Genuine calf leather,Genuine calf leather,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Inspired by the Art-Deco movement, the new vintage-inspired toccata  watches encompass clean lines, sumptuous dials and are perfectly suited to any occasion.
Housed in elegantly refined rectangular cases, these new creations exude a charming simplicity. Displaying merely the hours, minutes, and date, there is a welcome purity to each dial option. Each watch is equipped with a Swiss quartz movement, delivering precision and obviating the need for regular winding. With its sleek appearance, pure lines and notable refinement, the toccata blue dial watch is perfectly suited to an array of social settings, while the model’s exquisite styling promises an enduring beauty.
RAYMOND WEIL has employed its creativity to produce a range of models that promise to deliver eye appeal for many years to come.
About the toccata collection: This elegant and timeless collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes RAYMOND WEIL’s Swiss horology while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-ST-00550,https://www.raymond-weil.com/en/product/toccata-5925-st-00550/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Blue Dial Quartz Watch, 22.6 x 28.1 mm","Toccata Ladies Blue Dial Quartz Watch, 22.6 x 28.1 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2022/03/RW_toccata_5925-st-00550_packshot.png,Switzerland,Rectangular,Stainless steel,,Snapped,22.6 mm x 28.1 mm, , ,6.4 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Blue, with Roman numerals","Blue, with Roman numerals",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"Inspired by the Art-Deco movement, the new vintage-inspired toccata  watches encompass clean lines, sumptuous dials and are perfectly suited to any occasion.
Housed in elegantly refined rectangular cases, these new creations exude a charming simplicity. Displaying merely the hours, minutes, and date, there is a welcome purity to each dial option. Each watch is equipped with a Swiss quartz movement, delivering precision and obviating the need for regular winding. With its sleek appearance, pure lines and notable refinement, the toccata blue dial watch is perfectly suited to an array of social settings, while the model’s exquisite styling promises an enduring beauty.
RAYMOND WEIL has employed its creativity to produce a range of models that promise to deliver eye appeal for many years to come.
About the toccata collection: This elegant and timeless collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes RAYMOND WEIL’s Swiss horology while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-SPS-00995,https://www.raymond-weil.com/en/product/toccata-5925-sps-00995/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies 68 diamonds Two-tone Quartz Watch, 22.6 x 28.1 mm","Toccata Ladies 68 diamonds Two-tone Quartz Watch, 22.6 x 28.1 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/03/RW_toccata_5925-sps-00995_pkt.png,Switzerland,Rectangular,Stainless steel with yellow gold PVD plating set with 60 diamonds,,Snapped,22.6 mm x 28.1 mm, , ,6.4mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"White mother-of-pearl, with Roman numerals and set with diamonds","White mother-of-pearl, with Roman numerals and set with diamonds",Stainless steel with yellow gold PVD plating,Stainless steel with yellow gold PVD plating,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"A popular style in the art deco era of the 1920s and 1930s, square-faced watches are making a chic new revival. RAYMOND WEIL introduces this design in the form of our ever-classic and popular ladies’ toccata collection. This new quartz model adopts a sophisticated art deco appeal with an elongated rectangular face and slim 6.4 mm case. This is our shallowest case design to date which gives a very sleek profile to this watch.
This timepiece of choice is available in several variations. The face comes in combinations of black roman numerals on a crisp white dial or alternating gold & diamond indexes on a mother-of-pearl face. The sapphire crystal window is framed by a beveled rectangular case. The tiered design gives this watch an illusion of depth without thickness. The watch is completed with RW monogram signature upon the crown. Unlike the classic round ladies’ toccata, this watch manages to nail a refined, retro aesthetic all the while remaining true to the Swiss craftsmanship and inspiration behind the collection.
About the toccata collection: This elegant and timeless collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes RAYMOND WEIL’s Swiss horology while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-PC5-00300,https://www.raymond-weil.com/en/product/toccata-5925-pc5-00300/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Quartz Black Leather Strap Watch, 22.6 x 28.1mm","Toccata Ladies Quartz Black Leather Strap Watch, 22.6 x 28.1mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_toccata_5925-pc5-00300_rvb_700x860px_72dpi.png,Switzerland,Rectangular,Stainless steel with rose gold PVD plating,,Snapped,22.6 mm x 28.1 mm, , ,6.4mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"White, with Roman numerals","White, with Roman numerals",Black genuine calf leather,Black genuine calf leather,Stainless steel traditional buckle rose gold PVD plating,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a sleek rectangular stainless steel case with rose gold PVD accents and a black leather strap. The white dial is set with applied Roman numeral indexes. To complement this modern classic, a pair of rose gold hands has been added.
First popular in the Art-Deco era of the 1920s, square-faced watches have become an iconic and timeless design in watchmaking. RAYMOND WEIL reintroduces this case shape under our ever-classic and popular ladies’ toccata collection.
Refined design and luxurious materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Black Leather Strap, Stainless Steel With Rose Gold PVD Plated Case, White Dial, Roman Numeral Indexes"
5925-SP5-00300,https://www.raymond-weil.com/en/product/toccata-5925-sp5-00300/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Two-tone Rose Gold Quartz Steel Watch, 22.6 x 28.1mm","Toccata Ladies Two-tone Rose Gold Quartz Steel Watch, 22.6 x 28.1mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_toccata_5925-sp5-00300_rvb_700x860px_72dpi.png,Switzerland,Rectangular,Stainless steel with rose gold PVD plating,,Snapped,22.6 mm x 28.1 mm, , ,6.4mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"White, with Roman numerals","White, with Roman numerals",Stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"Equipped with a quartz movement, this toccata ladies’ watch features a sleek rectangular stainless steel case and bracelet with rose gold PVD accents. The white dial is set with applied Roman numeral indexes. To complement this modern classic, a pair of rose gold hands has been added.
First popular in the Art-Deco era of the 1920s, square-faced watches have become an iconic and timeless design in watchmaking. RAYMOND WEIL reintroduces this case shape under our ever-classic and popular ladies’ toccata collection.
Refined design and luxurious materials: the toccata collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes the Swiss horology of RAYMOND WEIL while respecting the tradition and heritage handed down from generation to generation within the family company.","Stainless Steel Two-Tone Bracelet,  Rose Gold PVD Plated Case, White Dial, Roman Numeral Indexes"
5925-STC-00451,https://www.raymond-weil.com/en/product/toccata-5925-stc-00451/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Ruby Dial Diamond Leather Watch, 22.6 x 28.1 mm","Toccata Ladies Ruby Dial Diamond Leather Watch, 22.6 x 28.1 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2022/03/RW_toccata_5925-stc-00451.png,Switzerland,Rectangular,Stainless steel,,Snapped,22.6 mm x 28.1 mm, , ,6.4 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Ruby, with Roman numerals and set with diamonds","Ruby, with Roman numerals and set with diamonds",Genuine calf leather,Genuine calf leather,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Inspired by the Art-Deco movement, the new vintage-inspired toccata  watches encompass clean lines, sumptuous dials and are perfectly suited to any occasion.
Housed in elegantly refined rectangular cases, these new creations exude a charming simplicity. Displaying merely the hours, minutes, and date, there is a welcome purity to each dial option. Each watch is equipped with a Swiss quartz movement, delivering precision and obviating the need for regular winding.
The centre of the dial is endowed with a matte appearance, while the hour track is adorned with a sunray satin finish. The dial is dressed in a new lacquer finish, imbuing it with a charming radiance and heightening the overall sumptuousness. With its sleek appearance, pure lines and notable refinement, the toccata ruby dial watch is perfectly suited to an array of social settings, while the model’s exquisite styling promises an enduring beauty.
RAYMOND WEIL has employed its creativity to produce a range of models that promise to deliver eye appeal for many years to come.
About the toccata collection: This elegant and timeless collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes RAYMOND WEIL’s Swiss horology while respecting the tradition and heritage handed down from generation to generation within the family company.",
5925-STC-00521,https://www.raymond-weil.com/en/product/toccata-5925-stc-00521/,Ladies,Raymond Weil,,Toccata,"Toccata Ladies Emerald Green Dial Diamond Leather Watch, 22.6 x 28.1 mm","Toccata Ladies Emerald Green Dial Diamond Leather Watch, 22.6 x 28.1 mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2022/03/RW_toccata_5925-stc-00521_packshot.png,Switzerland,Rectangular,Stainless steel,,Snapped,22.6 mm x 28.1 mm, , ,6.4 mm,,,Sapphire,"50 m, 165 ft, 5 atm",,"Emerald green, with Roman numerals and set with diamonds","Emerald green, with Roman numerals and set with diamonds",Genuine calf leather,Genuine calf leather,Stainless steel traditional buckle,Quartz,Quartz,,,,,"Inspired by the Art-Deco movement, the new vintage-inspired toccata  watches encompass clean lines, sumptuous dials and are perfectly suited to any occasion.
Housed in elegantly refined rectangular cases, these new creations exude a charming simplicity. Displaying merely the hours, minutes, and date, there is a welcome purity to each dial option. Each watch is equipped with a Swiss quartz movement, delivering precision and obviating the need for regular winding.
The centre of the dial is endowed with a matte appearance, while the hour track is adorned with a sunray satin finish. The dial is dressed in a new lacquer finish, imbuing it with a charming radiance and heightening the overall sumptuousness. With its sleek appearance, pure lines and notable refinement, the toccata emerald green dial watch is perfectly suited to an array of social settings, while the model’s exquisite styling promises an enduring beauty.
RAYMOND WEIL has employed its creativity to produce a range of models that promise to deliver eye appeal for many years to come.
About the toccata collection: This elegant and timeless collection celebrates the artistic and musical spirit behind the Brand’s DNA. Following in the footsteps of the great composers, toccata promotes RAYMOND WEIL’s Swiss horology while respecting the tradition and heritage handed down from generation to generation within the family company.",
